Member_number,itemDescription,Date
1806,shopping bags,20-06-2014
2924,rolls/buns,27-03-2014
4201,chewing gum,21-10-2014
2763,canned beer,31-05-2014
3101,chocolate,21-05-2014
1235,roll products ,26-05-2014
4715,pet care,4/9/2014
4684,specialty vegetables,11/7/2014
4840,canned beer,15-04-2014
3137,spread cheese,29-11-2014
2121,flower (seeds),22-04-2014
3054,waffles,17-01-2014
3156,soda,2/1/2014
3965,white bread,21-09-2014
2011,fruit/vegetable juice,20-01-2014
2184,whole milk,19-05-2014
3777,whole milk,26-02-2014
2199,rolls/buns,30-01-2014
1983,bathroom cleaner,2/10/2014
2806,long life bakery product,21-01-2014
3657,female sanitary products,28-07-2014
1606,red/blush wine,5/8/2014
4211,detergent,22-03-2014
3822,canned beer,4/9/2014
2868,salty snack,2/4/2014
4674,salty snack,15-05-2014
1130,softener,18-08-2014
3530,soda,18-06-2014
1998,waffles,22-02-2014
1174,pickled vegetables,19-11-2014
1070,newspapers,5/11/2014
1654,female sanitary products,10/8/2014
4104,curd cheese,5/11/2014
3113,cling film/bags,6/1/2014
3911,chocolate,24-03-2014
1057,pickled vegetables,5/3/2014
1618,mustard,17-11-2014
3385,pet care,4/5/2014
3462,rolls/buns,4/2/2014
1773,canned vegetables,18-12-2014
4202,long life bakery product,28-02-2014
2258,frozen meals,5/3/2014
3474,roll products ,26-11-2014
2421,UHT-milk,6/5/2014
3722,semi-finished bread,5/7/2014
4894,fruit/vegetable juice,23-09-2014
3514,frozen meals,23-07-2014
3807,fruit/vegetable juice,2/3/2014
2660,whole milk,20-03-2014
1419,pastry,17-05-2014
2271,yogurt,30-09-2014
3188,canned fish,8/5/2014
1598,rolls/buns,25-04-2014
1337,napkins,6/8/2014
4740,dog food,10/10/2014
3275,frozen potato products,4/12/2014
2832,bottled water,30-05-2014
1609,napkins,2/7/2014
2627,cat food,17-05-2014
4285,mustard,17-08-2014
3418,domestic eggs,27-11-2014
4732,napkins,3/12/2014
3442,fruit/vegetable juice,16-11-2014
3946,cake bar,26-12-2014
2990,long life bakery product,30-03-2014
3225,whipped/sour cream,15-07-2014
1494,cat food,23-11-2014
3549,dish cleaner,6/12/2014
3384,seasonal products,23-09-2014
3746,butter,3/1/2014
3603,zwieback,13-08-2014
2120,potato products,30-05-2014
2065,sugar,20-10-2014
1285,soda,27-10-2014
3835,misc. beverages,8/5/2014
2160,rolls/buns,15-01-2014
4995,domestic eggs,2/6/2014
1970,whipped/sour cream,29-01-2014
2043,fruit/vegetable juice,7/7/2014
3487,seasonal products,9/1/2014
2524,potato products,17-10-2014
2045,brandy,10/2/2014
2445,ice cream,31-05-2014
4616,Instant food products,31-01-2014
2195,sliced cheese,8/3/2014
1883,misc. beverages,31-05-2014
2083,coffee,21-10-2014
4576,napkins,21-11-2014
4464,hard cheese,11/4/2014
3925,margarine,26-07-2014
4450,rolls/buns,31-10-2014
1059,spread cheese,11/6/2014
4113,coffee,14-03-2014
4154,domestic eggs,26-07-2014
2490,pickled vegetables,19-04-2014
1551,instant coffee,28-04-2014
1275,dental care,6/11/2014
3935,waffles,19-10-2014
3487,sugar,25-10-2014
3986,chewing gum,8/9/2014
3282,rolls/buns,26-10-2014
4488,curd,20-10-2014
4946,frozen meals,3/4/2014
4081,newspapers,16-04-2014
1603,sugar,16-03-2014
1107,pastry,13-08-2014
2272,salty snack,25-07-2014
4705,pot plants,12/4/2014
1811,bottled beer,16-08-2014
2772,cat food,3/8/2014
4412,shopping bags,9/12/2014
1219,brown bread,2/10/2014
4435,newspapers,17-10-2014
2715,napkins,28-01-2014
2121,bottled water,3/11/2014
2802,white wine,27-04-2014
1741,bottled beer,19-07-2014
4278,newspapers,3/7/2014
1634,herbs,10/2/2014
3856,long life bakery product,8/2/2014
3029,dog food,19-10-2014
3361,soda,23-06-2014
4613,domestic eggs,17-07-2014
1805,mustard,11/11/2014
2147,chocolate,2/5/2014
1864,softener,29-04-2014
2789,bottled water,19-09-2014
2296,other vegetables,12/6/2014
1526,cat food,11/5/2014
4951,canned beer,10/5/2014
3809,whole milk,11/5/2014
2685,seasonal products,6/12/2014
1107,semi-finished bread,22-07-2014
4264,spices,20-07-2014
4974,shopping bags,5/11/2014
1081,yogurt,11/2/2014
1111,whipped/sour cream,7/5/2014
4683,flour,30-06-2014
2835,shopping bags,21-11-2014
4123,cooking chocolate,7/7/2014
1613,butter,2/8/2014
3361,bottled beer,14-01-2014
3425,newspapers,2/7/2014
3617,fruit/vegetable juice,2/8/2014
4669,domestic eggs,5/8/2014
1922,sugar,2/7/2014
2947,cream cheese ,3/3/2014
3953,bottled beer,13-05-2014
1169,napkins,15-04-2014
4192,oil,17-02-2014
1239,waffles,2/8/2014
3041,shopping bags,18-02-2014
2520,newspapers,16-01-2014
2426,napkins,12/9/2014
1235,processed cheese,5/11/2014
3799,chocolate,17-09-2014
1124,hygiene articles,5/3/2014
3035,baking powder,16-04-2014
4832,soda,18-12-2014
2394,coffee,24-02-2014
4185,fruit/vegetable juice,20-11-2014
1832,specialty chocolate,1/9/2014
2666,pastry,11/4/2014
4686,margarine,24-11-2014
2120,napkins,21-01-2014
1186,butter,9/2/2014
2377,bottled beer,13-02-2014
3675,mayonnaise,13-07-2014
3466,newspapers,31-05-2014
4211,curd cheese,2/5/2014
2832,newspapers,4/8/2014
4811,newspapers,12/9/2014
3619,newspapers,21-12-2014
1722,dessert,13-10-2014
1681,soda,20-04-2014
4097,whole milk,14-07-2014
3878,long life bakery product,19-04-2014
4983,margarine,21-06-2014
3100,pastry,11/8/2014
1680,soda,10/12/2014
2041,zwieback,10/9/2014
3006,brown bread,6/1/2014
1445,rolls/buns,23-01-2014
2920,bottled beer,3/12/2014
3495,candy,22-10-2014
4401,whipped/sour cream,9/10/2014
1219,instant coffee,3/7/2014
4331,margarine,25-05-2014
2881,canned vegetables,1/6/2014
2475,dishes,2/1/2014
1171,pasta,4/9/2014
2137,hard cheese,19-01-2014
1180,whole milk,2/2/2014
2679,liqueur,14-11-2014
2025,whole milk,4/9/2014
2394,semi-finished bread,20-05-2014
1472,hygiene articles,5/11/2014
2197,onions,6/7/2014
4824,newspapers,19-06-2014
2322,newspapers,19-01-2014
4639,hygiene articles,22-11-2014
3544,newspapers,13-07-2014
1256,coffee,17-06-2014
2456,fruit/vegetable juice,15-03-2014
3728,white bread,28-10-2014
2619,condensed milk,12/1/2014
1010,sliced cheese,10/4/2014
4264,soda,18-02-2014
2576,popcorn,10/7/2014
3718,soda,30-03-2014
1950,sugar,11/10/2014
4520,brown bread,1/3/2014
1353,bottled water,22-12-2014
4194,newspapers,19-11-2014
3095,soda,26-11-2014
1130,soda,1/11/2014
4796,soda,8/1/2014
2710,waffles,18-12-2014
3548,whipped/sour cream,3/12/2014
3558,yogurt,9/11/2014
4474,fruit/vegetable juice,2/4/2014
3878,rolls/buns,27-11-2014
1221,bottled water,15-11-2014
1009,cocoa drinks,24-01-2014
1169,cleaner,5/6/2014
3959,softener,3/12/2014
2355,white bread,29-12-2014
2845,frozen chicken,26-11-2014
2320,dishes,15-03-2014
4169,salty snack,30-03-2014
4800,detergent,14-03-2014
3972,hygiene articles,9/10/2014
4322,coffee,25-07-2014
3459,processed cheese,4/12/2014
2654,bottled beer,7/4/2014
3113,margarine,11/10/2014
1456,softener,26-05-2014
3947,red/blush wine,5/12/2014
2230,instant coffee,14-11-2014
4133,whole milk,4/8/2014
1761,shopping bags,5/4/2014
2958,candy,11/3/2014
4923,specialty bar,3/4/2014
4412,napkins,11/3/2014
3368,specialty bar,19-11-2014
1307,canned beer,3/10/2014
4793,ice cream,25-11-2014
1080,soda,2/11/2014
4693,pastry,4/6/2014
4167,fruit/vegetable juice,28-08-2014
3474,long life bakery product,31-01-2014
3945,cereals,15-10-2014
3499,canned beer,14-10-2014
1753,fruit/vegetable juice,5/6/2014
2524,hygiene articles,31-03-2014
1105,white bread,14-06-2014
2581,dessert,26-05-2014
3793,brown bread,10/12/2014
1690,rolls/buns,30-05-2014
3496,long life bakery product,20-12-2014
4526,shopping bags,27-09-2014
4129,napkins,2/4/2014
1761,mustard,29-10-2014
3498,napkins,16-08-2014
2656,newspapers,31-03-2014
4262,napkins,3/3/2014
3289,domestic eggs,24-01-2014
1679,cake bar,23-10-2014
2594,hard cheese,6/1/2014
4538,dishes,18-06-2014
4941,chocolate marshmallow,25-10-2014
4564,newspapers,6/7/2014
4290,soda,4/9/2014
2202,sauces,2/1/2014
2343,canned beer,19-08-2014
2209,photo/film,25-08-2014
1404,sweet spreads,2/10/2014
3914,specialty bar,12/11/2014
4065,flower (seeds),6/5/2014
4220,chocolate,4/8/2014
1074,shopping bags,8/5/2014
2434,pet care,9/12/2014
2633,waffles,28-07-2014
1143,pickled vegetables,18-11-2014
3767,male cosmetics,22-06-2014
2661,napkins,28-08-2014
2093,specialty bar,24-12-2014
2696,bottled water,23-11-2014
2927,hygiene articles,13-01-2014
4003,detergent,21-12-2014
3451,soda,8/1/2014
1750,rolls/buns,16-06-2014
1085,newspapers,25-05-2014
2034,UHT-milk,28-06-2014
4676,rolls/buns,21-02-2014
4132,newspapers,2/12/2014
2822,salty snack,16-06-2014
3645,yogurt,31-05-2014
1446,shopping bags,26-03-2014
2222,canned vegetables,22-02-2014
4426,cake bar,4/8/2014
1854,soft cheese,30-09-2014
4645,waffles,5/2/2014
2674,chewing gum,3/9/2014
1369,flour,1/12/2014
4325,coffee,19-07-2014
4335,pickled vegetables,28-06-2014
2642,yogurt,9/1/2014
1318,yogurt,15-02-2014
1062,frozen fruits,8/5/2014
4131,bags,20-03-2014
3793,coffee,13-11-2014
2618,misc. beverages,6/9/2014
4090,shopping bags,3/6/2014
1480,detergent,5/5/2014
4078,margarine,21-06-2014
2817,bottled water,19-06-2014
1999,white wine,2/4/2014
2490,rolls/buns,27-03-2014
1991,soap,23-12-2014
4156,potato products,3/4/2014
1215,yogurt,28-04-2014
1612,canned vegetables,26-11-2014
3495,canned vegetables,18-02-2014
3749,specialty cheese,29-04-2014
1514,shopping bags,26-02-2014
2892,pastry,20-11-2014
4562,soda,26-05-2014
2568,waffles,21-11-2014
2750,sparkling wine,11/1/2014
4348,white bread,11/2/2014
4241,cat food,22-09-2014
2707,specialty bar,30-10-2014
4441,bottled beer,15-02-2014
1646,hygiene articles,21-07-2014
4427,bathroom cleaner,8/12/2014
3764,bottled water,26-05-2014
4680,chocolate marshmallow,23-01-2014
2155,whole milk,17-08-2014
4510,cream cheese ,1/11/2014
3400,dental care,10/7/2014
3975,liquor,29-04-2014
3775,cookware,10/11/2014
4893,soda,10/2/2014
1870,shopping bags,7/12/2014
1384,misc. beverages,22-02-2014
4357,whipped/sour cream,7/9/2014
2035,jam,1/7/2014
1715,bottled water,8/12/2014
4557,coffee,14-07-2014
4235,shopping bags,18-09-2014
4041,white bread,25-04-2014
3937,tea,8/10/2014
4577,mayonnaise,22-06-2014
1561,white bread,2/4/2014
4720,baking powder,10/1/2014
1863,bottled water,1/6/2014
3862,sugar,24-03-2014
1838,chocolate,5/8/2014
4694,shopping bags,21-03-2014
3468,dish cleaner,21-01-2014
4872,baking powder,24-10-2014
4626,potato products,23-03-2014
2278,rolls/buns,10/11/2014
4758,spices,15-11-2014
3003,newspapers,8/5/2014
4683,UHT-milk,26-09-2014
1229,brown bread,26-07-2014
2927,house keeping products,11/12/2014
3341,detergent,6/10/2014
2215,napkins,2/2/2014
1711,specialty chocolate,9/5/2014
3491,newspapers,21-06-2014
3505,ketchup,18-03-2014
4669,kitchen towels,14-03-2014
2557,rolls/buns,29-01-2014
4283,frozen meals,4/4/2014
4679,detergent,18-09-2014
2651,shopping bags,8/1/2014
4071,chocolate,26-06-2014
2587,ketchup,11/12/2014
4091,sliced cheese,30-06-2014
3002,seasonal products,12/12/2014
2035,frozen vegetables,10/8/2014
2772,pastry,5/8/2014
3431,brown bread,31-07-2014
2166,cream cheese ,14-07-2014
4688,cat food,7/7/2014
1585,margarine,16-10-2014
1308,waffles,21-08-2014
4190,sugar,30-09-2014
3611,whipped/sour cream,21-09-2014
3933,salty snack,2/12/2014
3877,liquor (appetizer),6/2/2014
4787,candles,27-08-2014
2063,pastry,2/6/2014
1940,soft cheese,9/2/2014
2993,misc. beverages,16-08-2014
2316,rice,18-02-2014
2175,soda,16-08-2014
4445,domestic eggs,23-05-2014
3812,newspapers,4/4/2014
4577,soups,29-05-2014
3248,flour,13-08-2014
4821,white bread,12/12/2014
2835,bottled water,28-01-2014
1998,chewing gum,10/2/2014
3080,domestic eggs,15-02-2014
3864,butter,26-12-2014
1410,bottled beer,6/7/2014
4037,pasta,26-12-2014
1696,yogurt,17-06-2014
3678,hygiene articles,7/7/2014
2644,pet care,5/5/2014
1786,misc. beverages,23-04-2014
2357,curd,27-11-2014
4478,rice,20-06-2014
4294,flour,17-12-2014
1908,shopping bags,23-01-2014
4800,rum,11/3/2014
4265,whipped/sour cream,8/3/2014
4735,skin care,23-05-2014
1290,margarine,18-02-2014
3633,chocolate,13-06-2014
4992,margarine,24-02-2014
1069,domestic eggs,18-12-2014
1563,waffles,27-04-2014
4146,bottled beer,11/4/2014
4745,long life bakery product,20-08-2014
2138,white bread,1/4/2014
3207,sparkling wine,24-04-2014
2672,flour,22-05-2014
1087,white bread,19-06-2014
2259,roll products ,1/6/2014
2597,domestic eggs,4/2/2014
2713,bottled beer,28-09-2014
3389,yogurt,30-06-2014
4853,tea,23-07-2014
4788,fruit/vegetable juice,28-07-2014
2957,seasonal products,26-02-2014
4134,coffee,30-09-2014
3773,margarine,11/9/2014
4309,white bread,13-04-2014
4959,candy,18-10-2014
1895,specialty cheese,13-02-2014
1824,butter,28-03-2014
4504,soups,2/3/2014
4109,margarine,23-04-2014
3549,bottled beer,14-03-2014
1293,shopping bags,16-08-2014
2006,frozen potato products,26-10-2014
2918,waffles,27-05-2014
4250,cake bar,25-10-2014
1146,soft cheese,30-01-2014
1173,newspapers,7/8/2014
4324,napkins,29-10-2014
3397,candy,28-10-2014
4990,baking powder,15-04-2014
2548,flour,28-05-2014
4433,margarine,31-10-2014
2912,coffee,8/11/2014
3661,syrup,4/3/2014
3402,rolls/buns,8/1/2014
4650,roll products ,28-05-2014
4890,brown bread,8/11/2014
1748,bottled water,14-08-2014
4606,candy,30-05-2014
3079,soda,13-04-2014
3903,fruit/vegetable juice,7/4/2014
4221,shopping bags,4/5/2014
1066,shopping bags,12/6/2014
4762,abrasive cleaner,28-03-2014
4955,white bread,10/12/2014
1416,fruit/vegetable juice,15-08-2014
4761,ketchup,23-05-2014
3956,canned fish,7/8/2014
4125,pet care,21-09-2014
3470,shopping bags,22-11-2014
1899,chewing gum,9/12/2014
2241,brown bread,22-01-2014
2449,canned beer,7/8/2014
3618,flour,22-07-2014
1510,candy,24-12-2014
2804,white wine,21-03-2014
3769,hygiene articles,16-02-2014
4435,bottled beer,6/12/2014
1641,hygiene articles,11/8/2014
1798,frozen fish,15-12-2014
4623,white bread,9/1/2014
2496,cream cheese ,24-06-2014
4112,specialty chocolate,14-10-2014
1617,frozen meals,7/2/2014
2849,napkins,28-08-2014
2426,soda,19-08-2014
1895,long life bakery product,23-11-2014
2118,frozen vegetables,16-01-2014
4590,soda,19-08-2014
1851,ready soups,11/8/2014
1186,detergent,17-04-2014
2656,dish cleaner,19-10-2014
3563,candy,14-08-2014
3989,baking powder,26-04-2014
1393,red/blush wine,26-08-2014
1706,soda,2/4/2014
2111,domestic eggs,12/11/2014
3593,bottled water,6/4/2014
4255,brown bread,29-09-2014
4089,bottled water,18-03-2014
3861,sweet spreads,12/2/2014
1358,Instant food products,16-10-2014
3016,dish cleaner,21-04-2014
4563,baking powder,28-01-2014
1074,candy,29-01-2014
4933,bottled water,1/2/2014
4096,margarine,23-05-2014
2087,dog food,29-06-2014
2766,coffee,27-05-2014
2236,shopping bags,22-04-2014
1651,tea,4/2/2014
2423,seasonal products,12/2/2014
2420,fruit/vegetable juice,17-07-2014
4145,shopping bags,13-02-2014
2616,candy,9/4/2014
4323,cocoa drinks,20-09-2014
1792,chocolate marshmallow,24-11-2014
2977,waffles,26-11-2014
4375,waffles,31-01-2014
2232,whole milk,3/2/2014
2905,brown bread,17-01-2014
1912,liquor (appetizer),19-03-2014
4665,cake bar,5/11/2014
3325,cream cheese ,24-04-2014
2153,shopping bags,14-02-2014
1798,domestic eggs,16-06-2014
3934,margarine,27-03-2014
4484,canned fish,6/6/2014
2713,specialty chocolate,8/5/2014
1533,red/blush wine,10/2/2014
1529,soups,1/3/2014
1905,yogurt,25-08-2014
3361,hygiene articles,19-12-2014
2195,shopping bags,19-09-2014
3221,fruit/vegetable juice,17-03-2014
3667,soda,15-09-2014
2129,bottled water,19-02-2014
1233,shopping bags,9/6/2014
2675,cling film/bags,1/9/2014
2701,salty snack,17-06-2014
1788,yogurt,9/7/2014
2876,shopping bags,20-12-2014
4465,soda,29-12-2014
4330,fruit/vegetable juice,7/12/2014
2459,whipped/sour cream,1/3/2014
1739,photo/film,11/9/2014
2524,chocolate,7/4/2014
2273,soda,25-11-2014
4557,yogurt,12/8/2014
2505,frozen vegetables,2/2/2014
3882,sweet spreads,1/8/2014
3308,napkins,12/9/2014
2605,potato products,30-08-2014
4180,shopping bags,21-04-2014
3551,canned beer,14-10-2014
4406,newspapers,2/2/2014
4962,chocolate,4/10/2014
4799,rolls/buns,17-04-2014
1862,long life bakery product,23-10-2014
2043,brown bread,1/2/2014
4440,yogurt,10/7/2014
3139,soda,7/7/2014
4344,margarine,30-10-2014
1616,frozen meals,6/12/2014
3374,white bread,29-07-2014
1881,baking powder,15-07-2014
4372,brown bread,30-01-2014
4036,whipped/sour cream,22-01-2014
2325,margarine,22-10-2014
1951,bottled beer,27-07-2014
1862,pasta,27-10-2014
1877,cake bar,16-06-2014
3236,dish cleaner,17-04-2014
2068,specialty vegetables,2/6/2014
1388,ice cream,8/5/2014
4014,misc. beverages,27-05-2014
1719,pet care,8/8/2014
4167,sauces,28-10-2014
3099,sugar,4/9/2014
1998,pot plants,3/2/2014
3630,salt,27-07-2014
1365,specialty bar,1/2/2014
2878,pastry,4/11/2014
3158,processed cheese,14-02-2014
3842,organic products,13-10-2014
2738,ice cream,31-10-2014
4595,salty snack,11/6/2014
1979,butter milk,16-12-2014
3411,roll products ,3/12/2014
4703,yogurt,20-10-2014
1615,bottled water,30-11-2014
1710,rolls/buns,8/3/2014
2699,sauces,18-07-2014
1859,soda,4/2/2014
1997,soda,30-10-2014
4852,curd,9/1/2014
4893,salt,22-07-2014
4985,pickled vegetables,12/3/2014
4428,coffee,16-08-2014
1979,bottled water,9/5/2014
2847,margarine,4/1/2014
3879,curd,10/1/2014
4735,rolls/buns,30-03-2014
2038,rolls/buns,14-10-2014
2132,newspapers,19-12-2014
3560,detergent,27-05-2014
1354,domestic eggs,18-10-2014
4230,canned beer,28-05-2014
4582,other vegetables,2/3/2014
4660,yogurt,16-10-2014
2255,pot plants,21-04-2014
4862,flower (seeds),26-04-2014
1605,fruit/vegetable juice,2/3/2014
1403,fruit/vegetable juice,11/1/2014
1192,pastry,27-12-2014
1617,dish cleaner,20-07-2014
2806,canned beer,19-01-2014
2749,long life bakery product,20-11-2014
4840,fruit/vegetable juice,22-11-2014
1381,pastry,7/5/2014
1932,bottled water,19-06-2014
4124,cereals,25-11-2014
1412,shopping bags,21-08-2014
1841,sugar,16-12-2014
1736,soda,15-07-2014
1798,male cosmetics,22-06-2014
1004,cling film/bags,1/5/2014
1582,sparkling wine,10/6/2014
3664,napkins,13-02-2014
2225,waffles,29-09-2014
3175,rolls/buns,29-04-2014
1891,white bread,5/1/2014
4306,napkins,17-05-2014
1545,hair spray,1/4/2014
1741,candles,5/12/2014
3289,rolls/buns,27-09-2014
2139,instant coffee,3/7/2014
4362,seasonal products,14-06-2014
4371,butter,24-05-2014
4206,bottled beer,9/9/2014
3185,newspapers,21-02-2014
2440,house keeping products,26-06-2014
3827,fruit/vegetable juice,9/8/2014
1949,candy,13-04-2014
3410,cream cheese ,20-01-2014
3530,rolls/buns,24-01-2014
4696,ready soups,3/10/2014
2963,bottled water,1/3/2014
2396,canned vegetables,21-08-2014
1913,semi-finished bread,25-02-2014
4657,red/blush wine,27-12-2014
2641,male cosmetics,1/4/2014
2615,bottled water,19-01-2014
4681,napkins,31-10-2014
1169,bottled beer,15-12-2014
4769,dishes,10/7/2014
2010,soda,17-05-2014
1384,instant coffee,28-06-2014
2788,salty snack,10/8/2014
4628,specialty chocolate,11/2/2014
3838,cooking chocolate,21-12-2014
2965,coffee,7/6/2014
1903,margarine,17-02-2014
4722,frozen dessert,7/1/2014
4209,long life bakery product,29-07-2014
1422,candy,13-05-2014
2995,bottled water,19-03-2014
1094,salty snack,18-08-2014
3827,chocolate marshmallow,24-06-2014
3846,dental care,1/9/2014
3259,dishes,1/2/2014
4278,canned vegetables,20-05-2014
2194,hygiene articles,9/9/2014
2094,coffee,24-03-2014
3511,newspapers,30-04-2014
1428,napkins,15-09-2014
4806,margarine,7/5/2014
3607,margarine,22-02-2014
4587,seasonal products,23-05-2014
3028,cake bar,20-11-2014
1308,pastry,11/1/2014
2417,newspapers,3/11/2014
2573,brown bread,7/1/2014
4862,soda,18-07-2014
1190,soda,21-06-2014
3879,whole milk,3/8/2014
3383,bottled water,19-09-2014
1599,candy,10/10/2014
4689,pastry,28-11-2014
1233,curd,7/4/2014
1301,roll products ,30-01-2014
1110,liquor,22-09-2014
3320,brandy,12/4/2014
2679,chocolate marshmallow,16-12-2014
3540,bottled water,27-10-2014
4585,pastry,17-05-2014
3743,hard cheese,22-12-2014
1961,frozen vegetables,13-01-2014
1897,rolls/buns,1/5/2014
4606,salt,7/11/2014
3660,canned vegetables,14-10-2014
2922,coffee,6/6/2014
3800,newspapers,25-11-2014
3762,photo/film,28-11-2014
4317,cream cheese ,27-03-2014
3325,whipped/sour cream,11/4/2014
1731,processed cheese,26-08-2014
1327,shopping bags,8/3/2014
4387,coffee,23-12-2014
1740,yogurt,11/7/2014
1006,skin care,11/7/2014
4993,shopping bags,25-05-2014
1888,waffles,2/8/2014
3762,oil,31-10-2014
3785,newspapers,12/7/2014
3116,pickled vegetables,22-05-2014
3705,rolls/buns,18-05-2014
4916,frozen vegetables,11/1/2014
3467,candy,20-10-2014
2523,shopping bags,11/10/2014
2916,cleaner,12/8/2014
3675,popcorn,15-11-2014
1206,candles,3/2/2014
1621,photo/film,28-08-2014
2629,shopping bags,9/7/2014
2712,shopping bags,15-08-2014
2486,cling film/bags,19-04-2014
3166,house keeping products,3/5/2014
3120,newspapers,2/1/2014
4060,napkins,1/10/2014
4443,dishes,19-10-2014
2180,butter,27-09-2014
2552,coffee,11/7/2014
4022,UHT-milk,10/7/2014
2617,whole milk,12/8/2014
2937,dishes,24-04-2014
3516,bottled beer,9/9/2014
3582,domestic eggs,16-06-2014
